BusinessEntityID,NationalIDNumber,LoginID,OrganizationNode,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid,ModifiedDate
248,123,adventure-works\mike0,85B380,3,Accountant,01-08-73,S,M,09-04-03,TRUE,59,49,TRUE,{AC35337D-7C75-4DEE-BB11-6564F257FE18},31-07-08 0:00
249,4802,adventure-works\wendy0,8.50E+01,2,Finance Manager,12-11-78,S,F,26-01-03,TRUE,55,47,TRUE,{8F410408-4AA8-4D67-886D-530BFE4EBE3B},31-07-08 0:00
250,4146,adventure-works\sheela0,85EB,3,Purchasing Manager,13-03-72,S,F,28-03-05,TRUE,49,44,TRUE,{7D6B0155-0191-4599-8394-378EBDE63C9A},31-07-08 0:00
251,1593,adventure-works\mikael0,85EB58,4,Buyer,18-09-78,S,M,14-03-03,FALSE,59,49,TRUE,{D0FD55FF-42FA-491E-8B3B-AB3316018909},31-07-08 0:00
252,3299,adventure-works\arvind0,85EB68,4,Buyer,21-09-68,M,M,01-04-03,FALSE,60,50,TRUE,{51DE26F0-6ED9-4A70-B689-88EB882674B6},31-07-08 0:00
253,3634,adventure-works\linda2,85EB78,4,Buyer,31-12-64,M,F,18-01-04,FALSE,56,48,TRUE,{ED06F9F4-2123-4C44-89D7-E43E1E1ABC2F},31-07-08 0:00
254,5664,adventure-works\fukiko0,85EB84,4,Buyer,25-12-64,M,M,05-02-04,FALSE,57,48,TRUE,{36CD6636-C657-4FC7-9BFA-CC1BFA9102A2},31-07-08 0:00
255,3477,adventure-works\gordon0,85EB8C,4,Buyer,30-12-60,M,M,12-02-04,FALSE,52,46,TRUE,{2CB2D5C3-C437-49B1-9FFD-FAA096F6126F},31-07-08 0:00
256,2011,adventure-works\frank2,85EB94,4,Buyer,13-06-46,M,M,24-02-04,FALSE,58,49,TRUE,{0423D8D0-1B14-4718-8C17-85E2F98D222F},31-07-08 0:00
257,1166,adventure-works\eric2,85EB9C,4,Buyer,19-10-66,S,M,28-02-04,FALSE,54,47,TRUE,{A28AB377-06F5-417A-A5E2-59F459088699},31-07-08 0:00
258,383,adventure-works\erin0,85EBA2,4,Buyer,04-02-65,S,F,03-03-04,FALSE,53,46,TRUE,{B60712A9-50A5-4296-B892-69C4701834B0},31-07-08 0:00
259,1646,adventure-works\ben0,85EBA6,4,Buyer,05-07-67,M,M,09-04-04,FALSE,55,47,TRUE,{B9641CAE-765C-4662-B760-C167A1F2B8B5},31-07-08 0:00
260,1267,adventure-works\annette0,85EBAA,4,Purchasing Assistant,01-03-72,M,F,06-01-05,FALSE,50,45,TRUE,{9E03395F-4D5D-4A53-880E-174BD8C1DB59},31-07-08 0:00
261,2646,adventure-works\reinout0,85EBAE,4,Purchasing Assistant,18-02-72,M,M,25-01-05,FALSE,51,45,TRUE,{9825EB00-8E36-4506-93A2-6DDCDC0B13C3},31-07-08 0:00
262,4954,adventure-works\david5,8610,2,Assistant to the Chief Financial Officer,23-07-58,S,M,13-02-03,FALSE,56,48,TRUE,{BE81FD77-428C-449F-AB79-48B1CDF53D6A},31-07-08 0:00
263,2416,adventure-works\jean0,8C,1,Information Services Manager,13-01-70,S,F,12-01-03,TRUE,65,52,TRUE,{794A0B1F-C46A-401C-984D-008996FC7092},31-07-08 0:00
264,2178,adventure-works\stephanie0,8D60,2,Network Manager,26-04-78,S,F,08-03-03,TRUE,68,54,TRUE,{221CBB7B-8BAE-452B-A16F-A67EBB3873C8},31-07-08 0:00
265,4218,adventure-works\ashvini0,8D6B,3,Network Administrator,28-04-71,S,M,05-01-03,FALSE,70,55,TRUE,{2E680C1C-7C02-4343-9626-6F97273414C0},31-07-08 0:00
266,2828,adventure-works\peter1,8D6D,3,Network Administrator,29-06-74,S,M,27-03-03,FALSE,69,54,TRUE,{86601E6A-6955-40FC-BB4A-1053A843CE99},31-07-08 0:00
267,1798,adventure-works\karen1,8DA0,2,Application Specialist,19-06-72,S,F,20-03-03,TRUE,74,57,TRUE,{45C3D0F5-3332-419D-AD40-A98996BB5531},31-07-08 0:00
268,5263,adventure-works\ramesh0,8DE0,2,Application Specialist,14-04-82,S,M,07-03-03,TRUE,73,56,TRUE,{BE190269-4003-4D7F-809E-7B3FDC235DA8},31-07-08 0:00
269,88,adventure-works\dan0,8.00E+10,2,Application Specialist,28-07-75,M,M,12-02-03,TRUE,72,56,TRUE,{71B0D010-5AC5-4E91-8EFA-C311C1372A73},31-07-08 0:00
270,2434,adventure-works\franï¿½ois0,8.00E+30,2,Database Administrator,17-06-69,S,M,18-02-03,TRUE,67,53,TRUE,{0C7F025D-8D56-48EF-86C0-F09DB63D0182},31-07-08 0:00
271,5567,adventure-works\dan1,8.00E+50,2,Database Administrator,06-02-70,M,M,23-02-03,TRUE,66,53,TRUE,{2474E1A9-902D-466C-B0B2-6DCAC927F753},31-07-08 0:00
272,2995,adventure-works\janaina0,8.00E+70,2,Application Specialist,03-03-79,M,F,24-01-03,TRUE,71,55,TRUE,{241535C7-7A31-4A6A-9E0D-A83C30C2EDDA},31-07-08 0:00
273,5750,adventure-works\brian3,94,1,Vice President of Sales,08-07-71,S,M,18-03-05,TRUE,10,25,TRUE,{F3EC557C-8B41-4EE6-BB0C-E3B93AFF81E5},31-07-08 0:00
274,1403,adventure-works\stephen0,9560,2,North American Sales Manager,17-11-45,M,M,04-02-05,TRUE,14,27,TRUE,{86D5FA9E-4BC0-48C8-91DC-1EC467418D11},31-07-08 0:00
275,634,adventure-works\michael9,956B,3,Sales Representative,26-01-63,S,M,01-07-05,TRUE,38,39,TRUE,{E19F8DE2-0F40-418C-84A2-DB48B98DC6A2},31-07-08 0:00
276,1305,adventure-works\linda3,956D,3,Sales Representative,30-03-74,M,F,01-07-05,TRUE,27,33,TRUE,{4509F387-D73A-43DC-A502-B1C27AA1DC9E},31-07-08 0:00
277,3310,adventure-works\jillian0,956F,3,Sales Representative,29-09-56,S,F,01-07-05,TRUE,24,32,TRUE,{A011C97B-081C-4739-996F-C1CAC4532F8D},31-07-08 0:00
278,2520,adventure-works\garrett1,957080,3,Sales Representative,07-03-69,M,M,01-07-05,TRUE,33,36,TRUE,{50EECC16-0D0D-43A9-9649-016C06DE8D78},31-07-08 0:00
279,5696,adventure-works\tsvi0,957180,3,Sales Representative,19-02-68,M,M,01-07-05,TRUE,29,34,TRUE,{BB510FCE-0105-4306-B591-6450D9EBF401},31-07-08 0:00
280,4625,adventure-works\pamela0,957280,3,Sales Representative,06-01-69,S,F,01-07-05,TRUE,22,31,TRUE,{7627B9D6-0707-4706-9AD9-0D37506B08AE},31-07-08 0:00
281,3744,adventure-works\shu0,957380,3,Sales Representative,10-04-62,M,M,01-07-05,TRUE,26,33,TRUE,{4103C891-37E8-4DFC-AEAC-B55E2BC1BE1C},31-07-08 0:00
282,2455,adventure-works\josï¿½1,957440,3,Sales Representative,11-01-58,M,M,01-07-05,TRUE,31,35,TRUE,{FD3992FB-3067-451D-A09D-73BD53C0FECA},31-07-08 0:00
283,2933,adventure-works\david8,9574C0,3,Sales Representative,14-03-68,S,M,01-07-05,TRUE,23,31,TRUE,{1E8F9E91-508F-4D49-ACD2-775C836030ED},31-07-08 0:00
284,1155,adventure-works\tete0,957540,3,Sales Representative,06-02-72,M,M,01-11-06,TRUE,39,39,TRUE,{0C67CE00-DE78-4712-908F-06939A2C58D5},31-07-08 0:00
285,5302,adventure-works\syed0,95A0,2,Pacific Sales Manager,11-02-69,M,M,15-04-07,TRUE,20,30,TRUE,{86F292DB-B73C-429D-9912-800994D809FB},31-07-08 0:00
286,4274,adventure-works\lynn0,95AB,3,Sales Representative,18-04-65,S,F,01-07-07,TRUE,36,38,TRUE,{4A9A8407-A680-4A6B-8D03-511CB58F9A8A},31-07-08 0:00
287,4077,adventure-works\amy0,9.50E+01,2,European Sales Manager,22-10-51,M,F,18-05-06,TRUE,21,30,TRUE,{66D66445-EE78-4676-9E66-0E22D6109A92},31-07-08 0:00
288,4165,adventure-works\rachel0,95EB,3,Sales Representative,09-08-69,S,F,01-07-07,TRUE,35,37,TRUE,{B9BF7741-E0CA-4F37-ACDE-A4F78C6D03E9},31-07-08 0:00
289,5274,adventure-works\jae0,95ED,3,Sales Representative,18-04-62,M,F,01-07-06,TRUE,37,38,TRUE,{723A5921-D8A1-4659-9BC4-13C4CF7C9C91},31-07-08 0:00
290,2450,adventure-works\ranjit0,95EF,3,Sales Representative,31-10-69,S,M,01-07-06,TRUE,34,37,TRUE,{604213F9-DD0F-43B4-BDD2-C96E93D3F4BF},31-07-08 0:00
